"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"Santa Clara County, California","331","Primary Metal Manufacturing","2022","6","6","101,389","10,869","2,609","172","D","D","134","270","D","D","38","N","N","N","N","N","69,084","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","30% to less than 40%","Less than 10%"
"Santa Clara County, California","332","Fabricated Metal Product Manufacturing","2022","547","549","2,436,457","767,132","185,513","11,871","546,290","131,731","9,465","18,542","220,842","53,782","2,406","N","N","N","N","N","939,328","N","N","N","N","N","N","N","N","1,517,823","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","30% to less than 40%"
"Santa Clara County, California","333","Machinery Manufacturing","2022","138","140","D","D","D","5,000 to 9,999 employees","D","D","D","D","D","D","4,586","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Clara County, California","334","Computer and Electronic Product Manufacturing","2022","D","D","D","D","D","50,000 to 99,999 employees","D","D","D","D","D","D","D","N","N","N","N","N","13,849,523","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Clara County, California","335","Electrical Equipment, Appliance, and Component Manufacturing","2022","D","D","D","D","D","5,000 to 9,999 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Clara County, California","336","Transportation Equipment Manufacturing","2022","D","D","3,976,694","785,284","230,415","4,784","D","D","4,076","8,061","D","D","708","N","N","N","N","N","2,359,869","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Santa Clara County, California","3361","Motor Vehicle Manufacturing","2022","3","3","D","D","D","100 to 249 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Clara County, California","3363","Motor Vehicle Parts Manufacturing","2022","D","D","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Clara County, California","3364","Aerospace Product and Parts Manufacturing","2022","7","7","D","D","D","2,500 to 4,999 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Clara County, California","3369","Other Transportation Equipment Manufacturing","2022","D","D","D","D","D","250 to 499 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Clara County, California","337","Furniture and Related Product Manufacturing","2022","56","56","D","64,410","15,614","1,094","35,668","8,621","726","1,410","28,742","6,993","368","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","20% to less than 30%","60% to less than 70%"
"Santa Clara County, California","339","Miscellaneous Manufacturing","2022","D","D","D","D","D","1,000 to 2,499 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Cruz County, California","31-33","Manufacturing","2022","285","286","1,962,094","374,713","88,961","5,398","202,435","47,511","3,653","7,250","172,278","41,450","1,745","N","N","N","N","N","951,902","N","N","N","N","N","N","N","N","1,102,231","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","Less than 10%","30% to less than 40%"
"Santa Cruz County, California","311","Food Manufacturing","2022","52","52","929,997","130,919","31,280","1,935","76,472","18,032","1,359","2,749","54,447","13,248","576","N","N","N","N","N","477,951","N","N","N","N","N","N","N","N","495,546","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","40% to less than 50%"
"Santa Cruz County, California","312","Beverage and Tobacco Product Manufacturing","2022","34","34","45,981","D","D","398","D","2,770","289","600","D","D","109","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","50% to less than 60%","D","50% to less than 60%"
"Santa Cruz County, California","314","Textile Product Mills","2022","4","4","D","D","D","34","D","D","D","33","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","50% to less than 60%"
"Santa Cruz County, California","316","Leather and Allied Product Manufacturing","2022","3","3","D","D","83","22","D","D","D","12","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","Less than 10%"
"Santa Cruz County, California","321","Wood Product Manufacturing","2022","7","7","D","11,182","D","118","5,500","1,096","82","184","5,682","D","36","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","10% to less than 20%"
"Santa Cruz County, California","323","Printing and Related Support Activities","2022","24","24","40,358","12,615","3,001","189","6,299","1,496","115","235","6,316","1,505","74","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","10% to less than 20%"
"Santa Cruz County, California","325","Chemical Manufacturing","2022","7","8","D","11,071","2,688","171","D","D","111","214","D","D","60","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","60% to less than 70%","70% to less than 80%"
"Santa Cruz County, California","326","Plastics and Rubber Products Manufacturing","2022","5","5","D","4,864","1,049","70","D","D","52","D","D","D","18","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","50% to less than 60%"
"Santa Cruz County, California","327","Nonmetallic Mineral Product Manufacturing","2022","6","6","D","8,016","1,763","127","4,803","1,099","79","174","3,213","664","48","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","20% to less than 30%","Less than 10%"
"Santa Cruz County, California","332","Fabricated Metal Product Manufacturing","2022","31","31","85,075","22,318","4,651","339","17,745","3,713","289","592","4,573","938","50","N","N","N","N","N","D","N","N","N","N","N","N","N","N","60,332","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","20% to less than 30%"
"Santa Cruz County, California","333","Machinery Manufacturing","2022","16","16","124,002","31,184","8,040","422","22,667","5,971","346","705","8,517","2,069","76","N","N","N","N","N","D","N","N","N","N","N","N","N","N","99,894","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","30% to less than 40%"
"Santa Cruz County, California","334","Computer and Electronic Product Manufacturing","2022","31","31","274,652","69,614","16,153","720","20,552","4,970","339","654","49,062","11,183","381","N","N","N","N","N","117,158","N","N","N","N","N","N","N","N","175,264","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Santa Cruz County, California","335","Electrical Equipment, Appliance, and Component Manufacturing","2022","8","8","D","D","1,671","100 to 249 employees","D","920","84","D","D","751","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Cruz County, California","336","Transportation Equipment Manufacturing","2022","8","8","D","D","D","304","8,025","1,587","D","336","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","Less than 10%"
"Santa Cruz County, California","3369","Other Transportation Equipment Manufacturing","2022","D","D","D","D","D","250 to 499 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Santa Cruz County, California","337","Furniture and Related Product Manufacturing","2022","17","17","D","6,066","1,381","113","4,051","916","77","128","2,015","465","36","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","10% to less than 20%"
"Santa Cruz County, California","339","Miscellaneous Manufacturing","2022","25","25","46,176","13,892","2,984","250","9,822","2,072","194","341","4,070","912","56","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","30% to less than 40%"
"Shasta County, California","31-33","Manufacturing","2022","127","133","914,246","150,754","36,343","2,282","103,311","24,010","1,789","3,562","47,443","12,333","493","N","N","N","N","N","346,761","N","N","N","N","N","N","N","N","573,385","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","10% to less than 20%"
"Shasta County, California","311","Food Manufacturing","2022","7","7","28,177","3,537","842","84","2,377","616","72","101","1,160","226","12","N","N","N","N","N","19,107","N","N","N","N","N","N","N","N","9,384","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","20% to less than 30%"
"Shasta County, California","312","Beverage and Tobacco Product Manufacturing","2022","4","4","D","1,336","329","32","614","151","16","30","722","178","16","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","50% to less than 60%","70% to less than 80%"
"Shasta County, California","321","Wood Product Manufacturing","2022","10","14","441,089","53,896","11,595","765","46,357","9,952","676","1,456","7,539","1,643","89","N","N","N","N","N","141,064","N","N","N","N","N","N","N","N","305,184","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Shasta County, California","323","Printing and Related Support Activities","2022","17","17","7,440","2,144","538","64","1,575","398","54","73","569","140","10","N","N","N","N","N","2,795","N","N","N","N","N","N","N","N","4,614","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","30% to less than 40%","Less than 10%","30% to less than 40%"
"Shasta County, California","325","Chemical Manufacturing","2022","3","3","5,926","1,067","266","17","D","81","D","D","D","185","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","2,873","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","50% to less than 60%","Less than 10%","20% to less than 30%"
"Shasta County, California","326","Plastics and Rubber Products Manufacturing","2022","4","4","4,268","1,239","326","27","937","242","22","39","302","84","5","N","N","N","N","N","D","N","N","N","N","N","N","N","N","2,534","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","40% to less than 50%"
"Shasta County, California","327","Nonmetallic Mineral Product Manufacturing","2022","11","11","242,279","35,884","8,890","483","25,425","6,348","389","833","10,459","2,542","94","N","N","N","N","N","92,551","N","N","N","N","N","N","N","N","146,143","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","30% to less than 40%","10% to less than 20%"
"Shasta County, California","332","Fabricated Metal Product Manufacturing","2022","20","21","64,788","15,448","3,857","262","11,233","2,797","215","433","4,215","1,060","47","N","N","N","N","N","30,345","N","N","N","N","N","N","N","N","37,138","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10% to less than 20%","Less than 10%","10% to less than 20%"
"Shasta County, California","333","Machinery Manufacturing","2022","8","8","17,058","6,360","1,690","107","2,201","564","50","88","4,159","1,126","57","N","N","N","N","N","8,000","N","N","N","N","N","N","N","N","9,161","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Shasta County, California","334","Computer and Electronic Product Manufacturing","2022","7","7","34,367","13,447","2,958","162","4,335","988","83","127","9,112","1,970","79","N","N","N","N","N","13,107","N","N","N","N","N","N","N","N","22,063","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","40% to less than 50%","Less than 10%","40% to less than 50%"
"Shasta County, California","335","Electrical Equipment, Appliance, and Component Manufacturing","2022","D","D","D","D","D","0 to 19 employees","D","D","D","20","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Shasta County, California","336","Transportation Equipment Manufacturing","2022","6","6","D","2,088","538","48","1,358","D","37","75","730","D","11","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","10% to less than 20%"
"Shasta County, California","3369","Other Transportation Equipment Manufacturing","2022","3","3","D","D","D","28","D","D","D","D","D","D","D","N","N","N","N","N","895","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","Less than 10%"
"Shasta County, California","337","Furniture and Related Product Manufacturing","2022","6","6","9,353","3,280","769","62","1,519","355","33","67","1,761","414","29","N","N","N","N","N","D","N","N","N","N","N","N","N","N","6,548","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","20% to less than 30%"
"Shasta County, California","339","Miscellaneous Manufacturing","2022","21","21","23,055","10,360","3,577","157","4,569","1,013","123","205","5,791","2,564","34","N","N","N","N","N","10,769","N","N","N","N","N","N","N","N","12,371","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","Less than 10%","30% to less than 40%"
"Siskiyou County, California","31-33","Manufacturing","2022","27","27","315,453","41,537","9,943","703","29,290","7,245","550","826","12,247","2,698","153","N","N","N","N","N","168,078","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Siskiyou County, California","311","Food Manufacturing","2022","D","D","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Siskiyou County, California","312","Beverage and Tobacco Product Manufacturing","2022","4","4","D","D","D","100 to 249 employees","D","D","D","D","1,495","D","17","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Siskiyou County, California","321","Wood Product Manufacturing","2022","4","4","154,122","14,478","3,408","248","10,560","D","192","347","3,918","D","56","N","N","N","N","N","72,864","N","N","N","N","N","N","N","N","83,623","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","Less than 10%"
"Siskiyou County, California","332","Fabricated Metal Product Manufacturing","2022","3","3","2,167","596","138","8","D","D","D","7","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","1,524","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","50% to less than 60%"
"Siskiyou County, California","337","Furniture and Related Product Manufacturing","2022","3","3","863","317","61","6","D","D","D","5","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","694","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90% to 100%","Less than 10%","50% to less than 60%"
"Siskiyou County, California","339","Miscellaneous Manufacturing","2022","3","3","172","60","15","3","60","15","3","3","0","0","0","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90% to 100%","Less than 10%","90% to 100%"
"Solano County, California","31-33","Manufacturing","2022","254","262","11,362,376","792,574","194,829","10,955","424,922","103,937","7,147","13,721","367,652","90,892","3,808","N","N","N","N","N","6,591,933","N","N","N","N","N","N","N","N","4,875,925","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","20% to less than 30%","30% to less than 40%","30% to less than 40%"
"Solano County, California","311","Food Manufacturing","2022","41","42","938,979","129,027","31,784","2,155","66,655","15,417","1,482","2,848","62,372","16,367","673","N","N","N","N","N","619,731","N","N","N","N","N","N","N","N","338,782","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Less than 10%","Less than 10%","10% to less than 20%"
"Solano County, California","312","Beverage and Tobacco Product Manufacturing","2022","14","15","360,711","47,009","11,588","1,162","22,242","5,469","417","677","24,767","6,119","745","N","N","N","N","N","143,536","N","N","N","N","N","N","N","N","219,464","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90% to 100%","80% to less than 90%","Less than 10%"
"Solano County, California","314","Textile Product Mills","2022","3","3","D","D","D","36","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","90% to 100%"
"Solano County, California","321","Wood Product Manufacturing","2022","8","8","D","14,715","3,501","189","5,136","1,345","100","235","9,579","2,156","89","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","Less than 10%","60% to less than 70%"
"Solano County, California","322","Paper Manufacturing","2022","3","3","D","D","D","0 to 19 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
"Solano County, California","323","Printing and Related Support Activities","2022","10","10","D","D","D","20 to 99 employees","D","D","D","D","D","D","D","N","N","N","N","N","D","N","N","N","N","N","N","N","N","D","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","D","D","D"
